"x","sd"
-0.000692305519818386,0.0742300910288823
0.0333453238472742,0.0444966370688715
0.0360769180864637,0.0267968663344405
-0.0117690005955092,0.0280898851545086
-0.0285706374848926,0.0446219074500769
0.00216328604405069,0.0711612067592749
-0.0108123479163147,0.0443889944480546
-0.386109856263496,0.349342082727385
0.399618523400447,0.600840649587652
0.25346257642859,0.43116387838023
0.138711591769875,0.346345155596251
0.329183013341373,0.348542708395255
0.488356791102245,0.353280864198923
0.78628896438765,0.461091923688391
0.500297177680774,0.407155491366665
0.107034971577555,0.341514562299058
-0.0596877444502307,0.268725733375131
0.972230987668667,0.583837949353184
0.170732460818558,0.543318844420203
0.632334548577239,0.411593609916771
0.122239869182143,0.279374777790084
0.148343616277478,0.32409190844317
0.525031191489729,0.409178953787314
0.106020406662855,0.522770958743409
0.0122178401398206,0.264795812916585
0.163057625990099,0.506684034355792
0.60028027457772,0.567017461195155
-0.166845422666339,0.645466671425929
0.479018779052381,0.408556114630601
0.820983220444675,0.541989748149616
-0.33150046752467,0.749434348408076
0.560471565474183,0.700122181646214
0.732914900684688,0.393622970656218
-0.12261808087155,0.497420110385266
-0.334007192649346,0.258724390391068
0.410952272497373,0.459811824073029
0.292462566795703,0.356960178649411
0.422342023707928,0.319171534602793
0.229051283987275,0.518004498931524
0.11632560447934,0.389925409746857
-0.00158282755239326,0.481404792853465
1.10416475861024,0.640581536853622
1.4725618876912,0.56968339666875
0.081234395982867,0.578299681112743
0.0161044038523237,0.314408401324444
0.196678427936568,0.253886505997822
0.64041198463993,0.326638623608168
0.457983607925945,0.62676466800161
1.31995013519948,0.568730117376912
0.698693798322628,0.991348144964786
0.300307963446543,0.812594151953636
-0.241088320815483,0.821736461436739
-0.290306971643983,0.562733337891439
0.458213800454403,0.516719745514936
0.0506927817777348,0.320198056068892
-0.0894298751796789,0.393930663326841
-3.67225750866901,5.73242274760212
2.75845647764306,7.5245641782783
12.1327894723482,11.8395798671144
13.5217956521999,15.3827261714006
4.69523873275459,9.97636340526967
4.96746557873285,6.58486792637566
22.7504732105357,18.0065825498577
13.6384344223503,14.5670755733123
28.6386277938793,21.6451763866248
8.52454652433482,9.16749682240378
8.27296893061156,8.2583167798674
13.7680770803511,11.8114786010371
6.45703080061228,5.27971970613467
8.90914240448996,15.9886555619834
-3.48124752267207,11.8897775136419
6.47324003601207,5.22983312548641
14.4408810123918,14.7312803704483
3.94257459005336,5.20034910587889
10.695581654499,9.7985118746275
4.68045915997437,11.8661324750074
-5.50273781671053,13.1835733259656
12.331502233981,12.0533813380219
13.0458408583972,12.2274053843702
4.36904356340477,8.93936457040166
0.33424027466519,4.83009977769709
2.52696588613381,11.3616932083538
7.55543375801552,5.65504784807555
26.6102782419108,15.4631542239711
20.4456230929019,22.464017463779
4.39660483462564,18.9595579889389
2.32567913734219,8.17370950462716
13.3211192717796,13.3104433307509
13.529906802793,18.3187562263801
14.0492988578847,11.0077635547769
3.74219882577935,7.1750707055949
8.1354271753542,8.73085670751321
